customer_id,date_of_customer_visit,number_of_days_to_deliver_Product,fiter_Name,glass_distributor_name,time_spend_by_customer_in_shop
1992,2025-11-07,7,"Fitter 3","Distributor 3",23
1994,2025-01-16,5,"Fitter 2","Distributor 2",28
1995,2025-05-15,3,"Fitter 5","Distributor 3",24
1998,2025-05-16,4,"Fitter 5","Distributor 1",49
1999,2025-04-06,1,"Fitter 5","Distributor 3",31
2003,2025-10-28,2,"Fitter 2","Distributor 2",39
2006,2025-01-15,2,"Fitter 5","Distributor 2",19
2008,2025-01-16,1,"Fitter 2","Distributor 1",37
2010,2025-03-23,2,"Fitter 5","Distributor 3",15
2012,2025-03-14,4,"Fitter 5","Distributor 2",18
2014,2025-12-03,1,"Fitter 4","Distributor 1",27
2015,2025-09-01,7,"Fitter 2","Distributor 3",36
2018,2025-12-01,7,"Fitter 1","Distributor 2",41
2022,2025-03-29,5,"Fitter 3","Distributor 2",25
2027,2025-07-17,4,"Fitter 3","Distributor 1",28
2028,2025-02-02,3,"Fitter 2","Distributor 1",29
2030,2025-08-21,6,"Fitter 2","Distributor 3",18
2032,2025-04-09,6,"Fitter 2","Distributor 3",15
2033,2025-05-18,7,"Fitter 5","Distributor 1",26
2036,2025-02-13,7,"Fitter 1","Distributor 3",43
2038,2025-11-16,2,"Fitter 3","Distributor 1",48
2044,2025-07-03,4,"Fitter 5","Distributor 3",49
2045,2025-12-03,1,"Fitter 1","Distributor 3",25
2047,2025-11-20,7,"Fitter 4","Distributor 3",17
2048,2025-10-27,5,"Fitter 2","Distributor 1",16
2049,2025-03-11,2,"Fitter 1","Distributor 3",25
2051,2025-11-19,1,"Fitter 5","Distributor 2",45
2058,2025-06-19,1,"Fitter 5","Distributor 2",37
2059,2025-06-18,4,"Fitter 4","Distributor 2",40
2062,2026-01-05,3,"Fitter 5","Distributor 3",11
2063,2025-06-06,1,"Fitter 2","Distributor 3",19
2066,2025-09-10,3,"Fitter 4","Distributor 1",22
2067,2025-12-06,4,"Fitter 5","Distributor 1",29
2071,2025-06-27,7,"Fitter 2","Distributor 2",48
2074,2025-06-02,1,"Fitter 4","Distributor 2",35
2075,2025-05-22,4,"Fitter 2","Distributor 2",10
2077,2025-09-12,4,"Fitter 5","Distributor 3",30
2078,2025-05-05,5,"Fitter 4","Distributor 2",42
2079,2025-01-31,7,"Fitter 2","Distributor 3",42
2080,2025-09-04,4,"Fitter 3","Distributor 3",37
2082,2025-11-05,5,"Fitter 1","Distributor 2",20
2086,2025-01-22,1,"Fitter 3","Distributor 3",19
2087,2025-11-12,2,"Fitter 3","Distributor 1",16
2089,2025-06-28,2,"Fitter 3","Distributor 3",16
2092,2025-03-11,1,"Fitter 1","Distributor 3",14
2093,2025-05-29,1,"Fitter 2","Distributor 2",10
2094,2025-05-11,7,"Fitter 2","Distributor 3",40
2100,2025-01-11,1,"Fitter 2","Distributor 1",27
2102,2025-08-20,5,"Fitter 3","Distributor 2",43
2105,2025-11-14,6,"Fitter 3","Distributor 2",47
2106,2025-02-02,5,"Fitter 3","Distributor 2",28
2107,2025-08-09,5,"Fitter 1","Distributor 3",29
2108,2025-01-24,6,"Fitter 1","Distributor 1",47
2115,2025-04-19,1,"Fitter 1","Distributor 3",44
2116,2025-10-22,2,"Fitter 4","Distributor 2",43
2120,2025-10-10,5,"Fitter 1","Distributor 1",21
2121,2025-06-06,1,"Fitter 3","Distributor 1",18
2122,2026-01-03,7,"Fitter 2","Distributor 3",37
2127,2025-08-29,1,"Fitter 5","Distributor 3",41
2129,2025-04-25,4,"Fitter 4","Distributor 1",18
2132,2025-08-28,3,"Fitter 1","Distributor 2",33
2134,2025-06-23,6,"Fitter 1","Distributor 2",47
2136,2025-04-27,7,"Fitter 3","Distributor 1",11
2137,2025-10-06,2,"Fitter 3","Distributor 2",37
2139,2025-01-27,4,"Fitter 3","Distributor 3",16
2141,2025-01-30,6,"Fitter 4","Distributor 1",32
2144,2025-07-11,3,"Fitter 3","Distributor 1",44
2148,2025-12-18,4,"Fitter 5","Distributor 1",50
2149,2025-12-03,5,"Fitter 5","Distributor 1",12
2154,2025-05-06,6,"Fitter 2","Distributor 1",12
2156,2025-02-21,6,"Fitter 3","Distributor 1",30
2157,2025-09-10,1,"Fitter 5","Distributor 1",40
2158,2025-03-25,1,"Fitter 4","Distributor 2",25
2159,2025-05-08,7,"Fitter 3","Distributor 3",25
2160,2025-09-16,2,"Fitter 3","Distributor 2",49
2162,2025-11-20,6,"Fitter 5","Distributor 1",46
2167,2025-09-10,5,"Fitter 2","Distributor 1",23
2168,2025-10-19,4,"Fitter 5","Distributor 2",47
2169,2025-09-09,1,"Fitter 3","Distributor 3",38
2170,2025-05-21,1,"Fitter 2","Distributor 2",28
2173,2025-04-25,1,"Fitter 5","Distributor 2",11
2176,2025-07-20,3,"Fitter 1","Distributor 2",10
2177,2025-01-31,5,"Fitter 5","Distributor 2",14
2180,2025-05-26,6,"Fitter 2","Distributor 3",44
2182,2025-07-13,1,"Fitter 2","Distributor 3",50
2186,2025-03-01,6,"Fitter 3","Distributor 1",25
2187,2025-03-31,4,"Fitter 3","Distributor 3",39
2188,2025-12-22,7,"Fitter 2","Distributor 1",28
2189,2025-08-27,1,"Fitter 5","Distributor 1",21
2191,2025-07-22,5,"Fitter 4","Distributor 3",19
2194,2025-03-13,3,"Fitter 5","Distributor 1",10
2195,2025-06-14,4,"Fitter 1","Distributor 2",48
2196,2025-10-01,4,"Fitter 4","Distributor 2",49
2198,2025-09-13,5,"Fitter 5","Distributor 1",13
2200,2025-10-27,1,"Fitter 4","Distributor 2",12
2201,2025-08-17,6,"Fitter 1","Distributor 2",28
2204,2025-05-09,7,"Fitter 3","Distributor 2",43
2205,2025-07-14,3,"Fitter 5","Distributor 3",47
2206,2025-03-19,5,"Fitter 3","Distributor 2",20
2208,2025-05-30,6,"Fitter 3","Distributor 3",11
2213,2025-04-03,1,"Fitter 5","Distributor 1",14
2215,2025-01-17,5,"Fitter 3","Distributor 3",33
2216,2025-05-29,1,"Fitter 5","Distributor 1",41
2217,2025-02-26,5,"Fitter 5","Distributor 2",14
2218,2025-05-02,3,"Fitter 1","Distributor 1",25
2220,2025-03-15,7,"Fitter 5","Distributor 2",49
2221,2025-02-05,5,"Fitter 5","Distributor 3",34
2227,2025-07-20,3,"Fitter 4","Distributor 3",42
2229,2025-02-22,6,"Fitter 1","Distributor 3",22
2231,2025-06-02,4,"Fitter 4","Distributor 1",39
2234,2025-08-08,7,"Fitter 5","Distributor 2",44
2237,2025-04-21,4,"Fitter 2","Distributor 3",21
2238,2025-06-04,5,"Fitter 5","Distributor 2",46
2239,2025-07-27,4,"Fitter 3","Distributor 3",15
2244,2025-12-04,6,"Fitter 2","Distributor 3",17
2245,2026-01-02,6,"Fitter 1","Distributor 3",18
2247,2025-12-04,6,"Fitter 5","Distributor 3",35
2250,2025-12-31,3,"Fitter 4","Distributor 2",49
2253,2025-12-17,7,"Fitter 5","Distributor 3",12
2256,2025-10-05,6,"Fitter 1","Distributor 3",50
2258,2025-05-21,4,"Fitter 1","Distributor 2",30
2259,2025-11-12,7,"Fitter 5","Distributor 3",12
2260,2025-01-16,5,"Fitter 1","Distributor 2",33
2265,2025-09-24,4,"Fitter 3","Distributor 3",15
2269,2025-12-12,7,"Fitter 4","Distributor 3",25
2270,2025-03-24,2,"Fitter 5","Distributor 1",25
2271,2025-12-20,5,"Fitter 2","Distributor 3",31
2272,2025-03-27,1,"Fitter 1","Distributor 2",23
2273,2025-01-13,5,"Fitter 3","Distributor 2",27
2277,2025-03-30,1,"Fitter 4","Distributor 3",19
2280,2025-10-18,7,"Fitter 3","Distributor 3",50
2283,2025-11-21,3,"Fitter 1","Distributor 1",28
2285,2025-02-20,6,"Fitter 1","Distributor 3",20
2289,2025-08-23,1,"Fitter 4","Distributor 1",23
2291,2025-02-07,7,"Fitter 1","Distributor 1",12
2292,2025-12-17,5,"Fitter 2","Distributor 3",17
2294,2025-05-17,7,"Fitter 5","Distributor 1",26
2296,2025-04-23,2,"Fitter 1","Distributor 3",18
2297,2025-06-20,2,"Fitter 1","Distributor 2",39
2298,2025-02-03,3,"Fitter 3","Distributor 2",11
2303,2026-01-02,7,"Fitter 1","Distributor 1",37
2304,2025-02-16,4,"Fitter 4","Distributor 2",28
2307,2025-09-19,4,"Fitter 2","Distributor 1",21
2308,2025-09-15,4,"Fitter 3","Distributor 3",26
2309,2025-08-09,4,"Fitter 1","Distributor 3",37
2310,2025-05-05,3,"Fitter 5","Distributor 3",15
2315,2025-07-18,6,"Fitter 1","Distributor 2",43
2316,2025-09-09,6,"Fitter 3","Distributor 1",20
2318,2025-02-24,7,"Fitter 1","Distributor 2",36
2319,2025-11-07,6,"Fitter 5","Distributor 1",26
2320,2025-01-31,2,"Fitter 4","Distributor 2",10
2321,2025-03-08,4,"Fitter 1","Distributor 1",27
2322,2025-09-17,5,"Fitter 2","Distributor 3",16
2324,2025-11-09,4,"Fitter 4","Distributor 2",39
2325,2025-02-24,3,"Fitter 3","Distributor 1",14
2326,2025-08-02,6,"Fitter 4","Distributor 3",13
2329,2025-11-11,1,"Fitter 1","Distributor 2",21
2330,2025-11-10,2,"Fitter 5","Distributor 3",48
2331,2025-08-18,1,"Fitter 3","Distributor 2",21
2333,2025-08-10,7,"Fitter 4","Distributor 2",21
2334,2025-03-06,6,"Fitter 3","Distributor 2",25
2337,2025-03-14,2,"Fitter 2","Distributor 3",47
2340,2025-07-20,4,"Fitter 1","Distributor 3",49
2343,2025-10-04,3,"Fitter 3","Distributor 1",50
2348,2025-08-29,2,"Fitter 2","Distributor 3",39
2352,2025-07-05,4,"Fitter 3","Distributor 1",20
2354,2025-04-25,4,"Fitter 4","Distributor 2",42
2357,2025-05-19,3,"Fitter 1","Distributor 1",37
2359,2025-12-15,1,"Fitter 1","Distributor 2",15
2360,2025-06-23,4,"Fitter 1","Distributor 2",15
2361,2025-08-01,2,"Fitter 3","Distributor 3",26
2363,2025-12-23,2,"Fitter 3","Distributor 3",28
2365,2025-08-17,4,"Fitter 5","Distributor 3",38
2366,2025-07-02,6,"Fitter 4","Distributor 2",49
2371,2025-04-21,1,"Fitter 1","Distributor 1",44
2372,2025-05-21,1,"Fitter 3","Distributor 2",29
2374,2025-10-15,3,"Fitter 5","Distributor 1",21
2375,2025-04-23,4,"Fitter 4","Distributor 1",20
2378,2025-12-05,5,"Fitter 5","Distributor 2",41
2381,2025-08-11,5,"Fitter 2","Distributor 2",16
2382,2025-10-16,6,"Fitter 3","Distributor 1",26
2388,2025-04-29,3,"Fitter 3","Distributor 1",45
2393,2025-07-16,7,"Fitter 3","Distributor 2",36
2395,2025-12-12,7,"Fitter 2","Distributor 1",22
2396,2025-08-30,1,"Fitter 4","Distributor 2",19
2398,2025-08-29,2,"Fitter 1","Distributor 3",10
2401,2025-04-25,2,"Fitter 5","Distributor 2",46
2405,2025-08-31,6,"Fitter 4","Distributor 1",15
2406,2025-11-12,6,"Fitter 3","Distributor 3",41
2410,2025-10-28,7,"Fitter 2","Distributor 3",41
2415,2025-12-18,1,"Fitter 3","Distributor 3",32
2417,2025-12-04,1,"Fitter 1","Distributor 2",45
2418,2025-10-29,7,"Fitter 3","Distributor 2",12
2421,2025-11-04,3,"Fitter 1","Distributor 2",10
2426,2025-09-27,1,"Fitter 4","Distributor 1",34
2427,2025-02-12,6,"Fitter 5","Distributor 2",13
2429,2025-06-19,3,"Fitter 2","Distributor 3",38
2431,2025-06-20,2,"Fitter 2","Distributor 1",25
2433,2025-09-12,2,"Fitter 3","Distributor 2",24
2434,2025-04-24,2,"Fitter 1","Distributor 3",44
2435,2025-08-26,7,"Fitter 3","Distributor 2",33
2437,2025-07-27,1,"Fitter 5","Distributor 3",23
2440,2025-11-19,3,"Fitter 5","Distributor 2",46
2445,2025-05-15,5,"Fitter 5","Distributor 1",44
2446,2025-04-05,7,"Fitter 4","Distributor 3",12
2451,2025-06-26,4,"Fitter 1","Distributor 2",44
2452,2025-11-03,1,"Fitter 1","Distributor 1",39
2454,2025-05-28,4,"Fitter 5","Distributor 1",13
2460,2025-10-29,7,"Fitter 2","Distributor 3",44
2462,2025-03-22,3,"Fitter 4","Distributor 3",46
2464,2025-08-28,3,"Fitter 5","Distributor 3",44
2466,2025-09-21,7,"Fitter 2","Distributor 2",28
2468,2025-12-26,2,"Fitter 5","Distributor 2",49
2479,2025-06-22,7,"Fitter 5","Distributor 3",17
2481,2025-11-25,3,"Fitter 5","Distributor 2",24
2487,2025-04-05,1,"Fitter 2","Distributor 2",33
2489,2025-09-02,6,"Fitter 4","Distributor 2",36
2490,2025-10-07,5,"Fitter 1","Distributor 2",15
2491,2025-04-26,6,"Fitter 4","Distributor 1",22
2495,2025-05-18,4,"Fitter 2","Distributor 3",35
2497,2025-02-18,5,"Fitter 5","Distributor 1",38
2498,2025-01-15,7,"Fitter 4","Distributor 2",12
2500,2025-05-28,5,"Fitter 5","Distributor 1",30
2501,2025-08-20,7,"Fitter 1","Distributor 3",49
2504,2025-07-29,6,"Fitter 4","Distributor 3",44
2508,2025-04-21,6,"Fitter 1","Distributor 2",41
2509,2025-06-10,5,"Fitter 5","Distributor 2",22
2510,2025-01-12,5,"Fitter 2","Distributor 1",21
2511,2025-03-29,2,"Fitter 5","Distributor 2",19
2512,2025-06-01,3,"Fitter 1","Distributor 3",42
2513,2025-03-03,7,"Fitter 5","Distributor 3",28
2514,2025-11-28,5,"Fitter 2","Distributor 3",34
2515,2025-09-19,7,"Fitter 3","Distributor 1",11
2517,2025-05-30,5,"Fitter 2","Distributor 2",16
2519,2025-02-23,7,"Fitter 5","Distributor 1",19
2520,2025-09-26,4,"Fitter 2","Distributor 3",41
2525,2026-01-08,6,"Fitter 3","Distributor 2",47
2526,2025-10-25,4,"Fitter 1","Distributor 1",39
2528,2025-02-18,2,"Fitter 5","Distributor 3",48
2531,2025-06-08,3,"Fitter 5","Distributor 2",10
2532,2025-05-09,5,"Fitter 5","Distributor 2",44
2535,2026-01-02,2,"Fitter 4","Distributor 1",46
2536,2025-08-08,6,"Fitter 3","Distributor 3",10
2538,2025-07-23,1,"Fitter 2","Distributor 3",19
2539,2025-06-27,4,"Fitter 1","Distributor 1",50
2541,2025-04-13,4,"Fitter 4","Distributor 2",21
2542,2025-03-01,5,"Fitter 1","Distributor 2",37
2545,2025-04-17,4,"Fitter 4","Distributor 2",42
2548,2025-04-24,7,"Fitter 3","Distributor 1",38
2550,2025-11-25,7,"Fitter 2","Distributor 1",27
2555,2025-09-28,4,"Fitter 4","Distributor 1",16
2562,2025-10-21,5,"Fitter 3","Distributor 3",45
2563,2025-05-02,5,"Fitter 5","Distributor 3",40
2564,2025-03-10,7,"Fitter 2","Distributor 1",19
2570,2025-03-31,7,"Fitter 3","Distributor 2",27
2572,2025-03-17,7,"Fitter 1","Distributor 1",43
2573,2025-12-05,5,"Fitter 4","Distributor 3",30
2574,2025-04-26,5,"Fitter 3","Distributor 2",26
2576,2025-01-29,2,"Fitter 4","Distributor 1",44
2577,2025-08-24,6,"Fitter 5","Distributor 2",26
2578,2025-07-13,4,"Fitter 5","Distributor 1",13
2580,2025-05-28,1,"Fitter 2","Distributor 3",24
2581,2025-05-16,1,"Fitter 5","Distributor 3",35
2582,2025-07-25,2,"Fitter 5","Distributor 1",18
2586,2025-04-06,2,"Fitter 1","Distributor 2",11
2587,2025-10-11,1,"Fitter 3","Distributor 1",39
2589,2025-02-18,3,"Fitter 1","Distributor 3",42
2590,2025-07-31,1,"Fitter 2","Distributor 3",20
2592,2025-03-26,5,"Fitter 2","Distributor 2",24
2593,2025-12-28,5,"Fitter 3","Distributor 1",15
2594,2025-12-12,1,"Fitter 2","Distributor 2",47
2597,2025-03-29,7,"Fitter 2","Distributor 2",15
2602,2025-08-13,5,"Fitter 3","Distributor 3",20
2603,2025-04-14,6,"Fitter 2","Distributor 1",30
2606,2025-03-31,3,"Fitter 5","Distributor 2",15
2611,2026-01-04,4,"Fitter 5","Distributor 2",35
2613,2025-12-19,4,"Fitter 1","Distributor 1",24
2615,2025-05-09,6,"Fitter 4","Distributor 2",23
2616,2025-08-18,6,"Fitter 4","Distributor 2",37
2622,2025-01-25,1,"Fitter 4","Distributor 3",26
2623,2025-08-02,1,"Fitter 2","Distributor 3",31
2625,2025-06-07,6,"Fitter 2","Distributor 3",20
2627,2025-02-16,6,"Fitter 2","Distributor 3",35
2635,2025-02-18,6,"Fitter 1","Distributor 1",44
2636,2025-09-27,3,"Fitter 3","Distributor 1",36
2639,2025-12-21,2,"Fitter 3","Distributor 3",15
2640,2025-07-23,7,"Fitter 1","Distributor 1",41
2645,2025-11-24,1,"Fitter 3","Distributor 2",43
2652,2025-08-05,1,"Fitter 3","Distributor 1",19
2654,2025-04-29,7,"Fitter 1","Distributor 2",49
2655,2025-05-06,5,"Fitter 5","Distributor 3",40
2656,2025-11-19,7,"Fitter 4","Distributor 2",50
2659,2025-09-25,2,"Fitter 2","Distributor 3",15
2661,2026-01-08,6,"Fitter 2","Distributor 2",30
2666,2025-04-05,6,"Fitter 2","Distributor 2",49
2667,2026-01-08,4,"Fitter 4","Distributor 2",45
2670,2025-12-30,7,"Fitter 4","Distributor 2",37
2672,2025-01-16,5,"Fitter 3","Distributor 1",21
2673,2025-07-01,6,"Fitter 3","Distributor 1",42
2674,2025-03-18,4,"Fitter 3","Distributor 2",15
2675,2025-09-02,5,"Fitter 5","Distributor 3",21
2676,2025-09-17,4,"Fitter 3","Distributor 3",42
2679,2025-12-17,2,"Fitter 1","Distributor 3",48
2683,2025-04-30,2,"Fitter 5","Distributor 1",49
2684,2025-09-07,4,"Fitter 2","Distributor 1",22
2686,2025-07-24,7,"Fitter 3","Distributor 2",15
2687,2025-04-16,6,"Fitter 2","Distributor 3",45
2692,2025-07-09,2,"Fitter 3","Distributor 2",14
2693,2025-12-04,6,"Fitter 5","Distributor 3",37
2694,2025-10-31,4,"Fitter 2","Distributor 1",41
2698,2025-04-03,7,"Fitter 1","Distributor 2",40
2699,2025-02-21,1,"Fitter 5","Distributor 3",33
2703,2025-02-09,4,"Fitter 1","Distributor 1",24
2704,2025-04-23,5,"Fitter 5","Distributor 2",47
2711,2025-10-17,6,"Fitter 5","Distributor 3",44
2713,2025-10-04,5,"Fitter 1","Distributor 2",46
2714,2025-08-30,4,"Fitter 5","Distributor 2",28
2716,2025-08-14,1,"Fitter 4","Distributor 2",32
2721,2025-07-29,6,"Fitter 5","Distributor 2",28
2723,2025-12-24,3,"Fitter 5","Distributor 3",46
2724,2025-12-25,1,"Fitter 2","Distributor 1",10
2725,2025-07-13,3,"Fitter 1","Distributor 3",41
2726,2025-07-03,1,"Fitter 5","Distributor 1",28
2727,2025-01-20,7,"Fitter 5","Distributor 3",41
2728,2025-01-18,7,"Fitter 4","Distributor 2",31
2732,2025-05-08,4,"Fitter 1","Distributor 2",14
2733,2025-12-02,2,"Fitter 1","Distributor 3",34
2735,2025-08-25,2,"Fitter 1","Distributor 2",29
2737,2025-10-26,3,"Fitter 2","Distributor 2",14
2738,2025-06-04,7,"Fitter 4","Distributor 3",35
2740,2025-08-20,4,"Fitter 4","Distributor 1",25
2743,2025-12-19,6,"Fitter 4","Distributor 1",38
2744,2025-10-10,7,"Fitter 2","Distributor 2",30
2745,2025-12-01,6,"Fitter 4","Distributor 1",31
2747,2025-05-04,4,"Fitter 1","Distributor 2",47
2749,2026-01-08,1,"Fitter 2","Distributor 1",25
2750,2025-06-28,3,"Fitter 2","Distributor 3",40
2752,2025-04-21,3,"Fitter 4","Distributor 1",37
2753,2025-10-07,7,"Fitter 3","Distributor 2",35
2754,2025-04-24,6,"Fitter 4","Distributor 2",37
2757,2025-07-25,1,"Fitter 5","Distributor 3",43
2758,2025-11-30,3,"Fitter 1","Distributor 2",32
2760,2025-04-06,6,"Fitter 5","Distributor 3",21
2761,2025-09-06,5,"Fitter 5","Distributor 2",47
2764,2025-02-27,6,"Fitter 5","Distributor 1",44
2767,2025-10-28,4,"Fitter 1","Distributor 3",16
2768,2025-07-13,6,"Fitter 5","Distributor 1",26
2769,2025-04-10,3,"Fitter 1","Distributor 2",21
2771,2025-05-07,4,"Fitter 5","Distributor 1",50
2773,2025-03-17,1,"Fitter 1","Distributor 3",17
2775,2025-08-18,6,"Fitter 5","Distributor 3",19
2776,2025-06-09,3,"Fitter 2","Distributor 2",48
2777,2025-08-08,2,"Fitter 2","Distributor 3",44
2778,2026-01-04,4,"Fitter 1","Distributor 1",12
2779,2025-10-13,6,"Fitter 1","Distributor 3",26
2782,2025-02-16,5,"Fitter 4","Distributor 3",48
2785,2025-12-16,5,"Fitter 3","Distributor 2",26
2788,2025-05-15,2,"Fitter 2","Distributor 3",27
2790,2025-03-30,7,"Fitter 3","Distributor 3",11
2792,2025-07-07,3,"Fitter 2","Distributor 2",24
2795,2025-01-16,3,"Fitter 2","Distributor 1",12
2798,2025-11-16,3,"Fitter 4","Distributor 3",27
2800,2025-05-01,6,"Fitter 3","Distributor 2",45
2802,2025-10-05,3,"Fitter 1","Distributor 1",39
2806,2025-09-05,6,"Fitter 1","Distributor 2",37
2808,2025-02-19,6,"Fitter 5","Distributor 1",27
2809,2025-02-04,4,"Fitter 5","Distributor 2",31
2810,2025-12-23,1,"Fitter 4","Distributor 2",23
2811,2025-04-20,3,"Fitter 4","Distributor 3",10
2813,2025-10-29,1,"Fitter 5","Distributor 2",17
2815,2025-07-16,1,"Fitter 4","Distributor 1",16
2817,2025-11-04,2,"Fitter 3","Distributor 2",27
2818,2025-12-08,7,"Fitter 1","Distributor 1",19
2821,2025-08-15,5,"Fitter 5","Distributor 1",11
2822,2025-06-27,6,"Fitter 2","Distributor 2",15
2823,2025-08-26,6,"Fitter 2","Distributor 3",31
2824,2025-12-31,7,"Fitter 5","Distributor 3",42
2828,2025-06-15,5,"Fitter 1","Distributor 2",45
2832,2025-02-09,5,"Fitter 5","Distributor 1",23
2834,2025-03-28,7,"Fitter 1","Distributor 2",46
2835,2025-11-12,4,"Fitter 4","Distributor 1",41
2836,2025-06-05,7,"Fitter 5","Distributor 2",20
2837,2025-02-20,3,"Fitter 1","Distributor 1",47
2838,2026-01-07,4,"Fitter 1","Distributor 3",25
2839,2025-10-17,2,"Fitter 4","Distributor 3",47
2842,2025-04-14,1,"Fitter 1","Distributor 2",38
2843,2025-02-19,1,"Fitter 2","Distributor 1",26
2846,2025-01-21,7,"Fitter 1","Distributor 1",44
2848,2025-07-13,2,"Fitter 4","Distributor 1",20
2849,2025-07-29,3,"Fitter 4","Distributor 1",31
2850,2025-08-15,5,"Fitter 1","Distributor 2",35
2851,2025-05-17,7,"Fitter 4","Distributor 1",11
2852,2025-02-11,2,"Fitter 1","Distributor 3",49
2859,2025-01-31,1,"Fitter 2","Distributor 2",34
2862,2025-07-17,3,"Fitter 2","Distributor 3",48
2863,2025-06-22,2,"Fitter 1","Distributor 1",30
2866,2025-01-22,5,"Fitter 3","Distributor 3",17
2869,2026-01-10,1,"Fitter 5","Distributor 3",21
2871,2025-07-11,1,"Fitter 5","Distributor 3",12
2874,2025-08-04,5,"Fitter 5","Distributor 1",43
2876,2025-06-12,3,"Fitter 2","Distributor 3",50
2878,2026-01-06,4,"Fitter 5","Distributor 3",12
2881,2025-03-17,2,"Fitter 2","Distributor 2",14
2882,2025-12-31,6,"Fitter 3","Distributor 3",17
2888,2025-03-15,5,"Fitter 5","Distributor 3",39
2889,2025-09-16,4,"Fitter 1","Distributor 1",33
2892,2025-11-23,5,"Fitter 5","Distributor 1",48
2893,2025-06-30,3,"Fitter 5","Distributor 1",26
2894,2025-07-01,6,"Fitter 5","Distributor 2",28
2895,2025-04-09,3,"Fitter 2","Distributor 1",41
2896,2025-10-12,3,"Fitter 5","Distributor 2",46
2897,2025-03-03,1,"Fitter 5","Distributor 3",13
2898,2025-06-28,5,"Fitter 3","Distributor 2",39
2899,2025-02-23,1,"Fitter 4","Distributor 3",46
2900,2025-08-23,5,"Fitter 2","Distributor 1",13
2903,2025-12-14,3,"Fitter 4","Distributor 1",44
2904,2025-03-02,2,"Fitter 3","Distributor 3",36
2907,2025-04-12,1,"Fitter 1","Distributor 2",38
2908,2025-03-06,1,"Fitter 3","Distributor 3",49
2912,2025-08-08,3,"Fitter 4","Distributor 3",21
2913,2025-08-11,7,"Fitter 1","Distributor 3",20
2914,2025-03-05,3,"Fitter 3","Distributor 3",33
2915,2025-08-07,5,"Fitter 5","Distributor 2",32
2920,2025-04-20,2,"Fitter 4","Distributor 1",25
2922,2025-09-11,3,"Fitter 1","Distributor 2",33
2923,2025-05-04,4,"Fitter 3","Distributor 1",32
2924,2025-08-02,5,"Fitter 5","Distributor 3",46
2926,2025-06-11,7,"Fitter 5","Distributor 3",41
2927,2025-03-24,4,"Fitter 3","Distributor 3",43
2929,2025-03-22,7,"Fitter 2","Distributor 2",28
2931,2025-04-10,7,"Fitter 4","Distributor 3",44
2932,2025-09-16,7,"Fitter 1","Distributor 1",16
2935,2025-04-14,5,"Fitter 1","Distributor 1",16
2937,2025-09-20,3,"Fitter 3","Distributor 2",45
2940,2025-05-13,1,"Fitter 1","Distributor 3",16
2947,2025-09-22,3,"Fitter 5","Distributor 3",49
2948,2025-10-24,3,"Fitter 3","Distributor 1",42
2949,2025-06-21,5,"Fitter 2","Distributor 1",37
2953,2025-01-23,6,"Fitter 1","Distributor 2",36
2956,2025-06-29,2,"Fitter 5","Distributor 2",39
2957,2025-02-12,2,"Fitter 3","Distributor 1",25
2958,2025-04-28,2,"Fitter 4","Distributor 1",47
2959,2025-06-03,7,"Fitter 4","Distributor 3",12
2960,2025-03-07,3,"Fitter 5","Distributor 2",44
2963,2025-02-21,7,"Fitter 1","Distributor 3",10
2964,2025-12-12,2,"Fitter 3","Distributor 2",37
2965,2026-01-02,5,"Fitter 4","Distributor 3",27
2966,2025-10-01,4,"Fitter 2","Distributor 3",47
2968,2025-06-04,5,"Fitter 1","Distributor 1",22
2969,2025-10-31,6,"Fitter 5","Distributor 3",46
2970,2025-05-07,1,"Fitter 1","Distributor 3",24
2971,2025-02-02,2,"Fitter 5","Distributor 1",33
2973,2025-10-18,7,"Fitter 3","Distributor 1",10
2978,2025-05-24,5,"Fitter 5","Distributor 1",21
2982,2025-05-30,2,"Fitter 3","Distributor 1",42
2983,2025-05-13,7,"Fitter 3","Distributor 3",10
2984,2025-05-30,7,"Fitter 4","Distributor 1",35
2985,2025-03-02,6,"Fitter 5","Distributor 3",45
2991,2025-10-12,7,"Fitter 3","Distributor 2",22
2993,2025-04-01,6,"Fitter 3","Distributor 1",43
2996,2025-08-11,7,"Fitter 1","Distributor 1",44
3004,2025-04-29,1,"Fitter 4","Distributor 1",29
3005,2025-07-25,5,"Fitter 5","Distributor 2",45
3006,2025-12-02,7,"Fitter 2","Distributor 1",42
3008,2025-10-31,7,"Fitter 2","Distributor 1",28
3009,2025-07-20,5,"Fitter 5","Distributor 1",34
3010,2025-08-24,7,"Fitter 5","Distributor 3",18
3014,2025-03-16,4,"Fitter 2","Distributor 1",16
3018,2025-11-17,7,"Fitter 2","Distributor 2",33
3021,2025-05-11,6,"Fitter 4","Distributor 2",32
3022,2025-05-13,1,"Fitter 4","Distributor 3",32
3023,2025-02-09,6,"Fitter 1","Distributor 3",21
3024,2025-03-16,5,"Fitter 5","Distributor 2",31
3026,2025-08-02,2,"Fitter 5","Distributor 2",45
3029,2025-11-15,2,"Fitter 5","Distributor 2",30
3035,2025-05-30,2,"Fitter 3","Distributor 2",18
3037,2026-01-03,1,"Fitter 2","Distributor 1",44
3038,2025-11-14,2,"Fitter 3","Distributor 3",34
3039,2025-10-17,3,"Fitter 5","Distributor 1",36
3040,2025-06-16,3,"Fitter 3","Distributor 2",28
