invoice_id,customer_id,staff_id,invoice_date,payment_mode,total_amount_items,total_tax,discount_amount,final_bill_amount
2860,1176,16,"2025-07-12 00:00:00",Cash,11212.00,421.00,0.00,11633.00
2861,2067,8,"2025-12-06 00:00:00",Card,10071.00,262.00,0.00,10333.00
2862,6987,1,"2025-07-23 00:00:00",Cash,2663.00,250.00,0.00,2913.00
2863,226,2,"2025-07-24 00:00:00",Cash,4246.00,232.00,0.00,4478.00
2864,5199,7,"2025-11-17 00:00:00",Card,11522.00,310.00,0.00,11832.00
2865,3765,18,"2025-12-22 00:00:00",Cash,13392.00,329.00,0.00,13721.00
2866,5866,14,"2025-10-21 00:00:00",UPI,17032.00,303.00,0.00,17335.00
2867,4700,12,"2025-11-13 00:00:00",UPI,2141.00,307.00,0.00,2448.00
2868,4970,8,"2025-01-19 00:00:00",Cash,11104.00,350.00,0.00,11454.00
2869,2704,13,"2025-04-23 00:00:00",UPI,7979.00,402.00,0.00,8381.00
2870,6219,19,"2025-07-31 00:00:00",Cash,6822.00,189.00,0.00,7011.00
2871,5990,13,"2025-10-24 00:00:00",Card,7128.00,212.00,0.00,7340.00
2872,1221,13,"2025-03-01 00:00:00",Cash,764.00,247.00,0.00,1011.00
2873,2935,16,"2025-04-14 00:00:00",Card,1175.00,379.00,0.00,1554.00
2874,7915,19,"2025-07-20 00:00:00",Cash,7174.00,372.00,0.00,7546.00
2875,2966,12,"2025-10-01 00:00:00",UPI,11098.00,233.00,0.00,11331.00
2876,3712,6,"2025-05-03 00:00:00",UPI,11992.00,421.00,0.00,12413.00
2877,5286,18,"2025-07-14 00:00:00",UPI,15190.00,303.00,0.00,15493.00
2878,3247,15,"2025-02-23 00:00:00",Card,15727.00,180.00,0.00,15907.00
2879,4690,11,"2025-03-25 00:00:00",Cash,7728.00,371.00,0.00,8099.00
2880,3652,19,"2025-11-11 00:00:00",Cash,7736.00,216.00,0.00,7952.00
2881,6023,17,"2025-09-01 00:00:00",Card,22542.00,224.00,0.00,22766.00
2882,6922,1,"2025-02-24 00:00:00",UPI,5236.00,299.00,0.00,5535.00
2883,5054,20,"2025-05-07 00:00:00",UPI,7121.00,165.00,0.00,7286.00
2884,2418,5,"2025-10-29 00:00:00",Card,6235.00,210.00,0.00,6445.00
2885,6887,17,"2025-12-30 00:00:00",Cash,3124.00,169.00,0.00,3293.00
2886,6936,10,"2025-01-27 00:00:00",UPI,2106.00,253.00,0.00,2359.00
2887,2426,20,"2025-10-29 00:00:00",Cash,13820.00,396.00,0.00,14216.00
2888,2956,20,"2025-06-29 00:00:00",Cash,6424.00,242.00,0.00,6666.00
2889,3293,2,"2025-02-06 00:00:00",Card,12030.00,349.00,0.00,12379.00
2890,3429,16,"2025-06-01 00:00:00",Cash,6509.00,369.00,0.00,6878.00
2891,6475,2,"2025-01-24 00:00:00",Cash,19776.00,154.00,0.00,19930.00
2892,5168,19,"2025-02-02 00:00:00",Cash,886.00,446.00,0.00,1332.00
2893,6777,2,"2025-05-02 00:00:00",Cash,3935.00,473.00,0.00,4408.00
2894,7359,14,"2025-07-24 00:00:00",Cash,9528.00,459.00,0.00,9987.00
2895,7703,2,"2025-12-27 00:00:00",UPI,16015.00,225.00,0.00,16240.00
2896,2159,11,"2025-05-08 00:00:00",Cash,5936.00,200.00,0.00,6136.00
2897,409,5,"2025-12-17 00:00:00",Cash,7202.00,443.00,0.00,7645.00
2898,4243,5,"2025-08-31 00:00:00",Cash,5580.00,150.00,0.00,5730.00
2899,6606,2,"2026-01-09 00:00:00",Cash,16793.00,341.00,0.00,17134.00
2900,6316,4,"2026-01-08 00:00:00",Cash,9882.00,401.00,0.00,10283.00
2901,2704,16,"2025-12-20 00:00:00",Card,7106.00,261.00,0.00,7367.00
2902,64,19,"2025-05-09 00:00:00",Cash,3569.00,493.00,0.00,4062.00
2903,1076,4,"2025-11-07 00:00:00",Cash,11509.00,193.00,0.00,11702.00
2904,146,5,"2025-12-07 00:00:00",Cash,12354.00,498.00,0.00,12852.00
2905,1777,14,"2025-07-16 00:00:00",UPI,2844.00,254.00,0.00,3098.00
2906,67,5,"2025-12-11 00:00:00",Cash,6263.00,176.00,0.00,6439.00
2907,1872,19,"2025-09-05 00:00:00",Card,21222.00,401.00,0.00,21623.00
2908,323,19,"2025-04-02 00:00:00",Cash,15792.00,273.00,0.00,16065.00
2909,2066,3,"2025-03-09 00:00:00",Cash,8277.00,347.00,0.00,8624.00
2910,2811,6,"2025-04-20 00:00:00",Cash,17920.00,332.00,0.00,18252.00
2911,7699,6,"2025-10-09 00:00:00",Card,848.00,457.00,0.00,1305.00
2912,243,18,"2025-07-30 00:00:00",UPI,9561.00,435.00,0.00,9996.00
2913,6693,5,"2025-11-06 00:00:00",Card,20918.00,285.00,0.00,21203.00
2914,1922,18,"2025-12-08 00:00:00",Cash,19268.00,352.00,0.00,19620.00
2915,6909,2,"2025-12-17 00:00:00",Card,4456.00,169.00,0.00,4625.00
2916,3205,4,"2025-10-22 00:00:00",Cash,7849.00,322.00,0.00,8171.00
2917,7011,9,"2025-12-01 00:00:00",UPI,1385.00,392.00,0.00,1777.00
2918,7207,15,"2025-04-25 00:00:00",UPI,3791.00,282.00,0.00,4073.00
2919,5666,3,"2025-03-05 00:00:00",UPI,5828.00,496.00,0.00,6324.00
2920,5177,9,"2025-12-20 00:00:00",Cash,15554.00,247.00,0.00,15801.00
2921,5310,4,"2025-02-01 00:00:00",Cash,15304.00,320.00,0.00,15624.00
2922,2297,14,"2025-02-21 00:00:00",Cash,25086.00,179.00,0.00,25265.00
2923,6384,8,"2025-06-19 00:00:00",Card,3404.00,345.00,0.00,3749.00
2924,6953,8,"2025-09-20 00:00:00",UPI,12197.00,281.00,0.00,12478.00
2925,176,9,"2025-03-28 00:00:00",UPI,10276.00,327.00,0.00,10603.00
2926,4580,15,"2025-12-27 00:00:00",Cash,11430.00,467.00,0.00,11897.00
2927,4330,19,"2025-01-18 00:00:00",Card,13375.00,349.00,0.00,13724.00
2928,983,15,"2025-08-10 00:00:00",Cash,5694.00,368.00,0.00,6062.00
2929,2378,13,"2025-08-11 00:00:00",UPI,10922.00,203.00,0.00,11125.00
2930,4054,13,"2025-02-28 00:00:00",Cash,6569.00,483.00,0.00,7052.00
2931,6603,5,"2025-11-04 00:00:00",Card,3534.00,281.00,0.00,3815.00
2932,1600,12,"2025-07-02 00:00:00",Cash,13138.00,282.00,0.00,13420.00
2933,4337,5,"2025-09-03 00:00:00",Cash,9440.00,357.00,0.00,9797.00
2934,637,20,"2025-04-30 00:00:00",Cash,2112.00,441.00,0.00,2553.00
2935,5920,20,"2025-03-25 00:00:00",Cash,16647.00,351.00,0.00,16998.00
2936,1492,15,"2025-08-27 00:00:00",UPI,1014.00,190.00,0.00,1204.00
2937,371,4,"2025-01-20 00:00:00",Cash,9270.00,295.00,0.00,9565.00
2938,7725,6,"2025-07-01 00:00:00",Card,4790.00,336.00,0.00,5126.00
2939,3470,5,"2026-01-01 00:00:00",UPI,15050.00,263.00,0.00,15313.00
2940,4958,3,"2025-05-10 00:00:00",Card,9450.00,269.00,0.00,9719.00
2941,671,5,"2025-05-16 00:00:00",Cash,8439.00,170.00,0.00,8609.00
2942,6049,15,"2025-09-10 00:00:00",Cash,4945.00,178.00,0.00,5123.00
2943,1948,7,"2025-11-03 00:00:00",UPI,13062.00,336.00,0.00,13398.00
2944,3291,5,"2025-09-13 00:00:00",UPI,13442.00,174.00,0.00,13616.00
2945,3298,14,"2025-04-22 00:00:00",Cash,3056.00,260.00,0.00,3316.00
2946,165,13,"2026-01-05 00:00:00",Cash,545.00,486.00,0.00,1031.00
2947,7518,2,"2025-11-20 00:00:00",Card,10037.00,249.00,0.00,10286.00
2948,273,19,"2025-02-14 00:00:00",Cash,9487.00,218.00,0.00,9705.00
2949,2157,16,"2025-09-10 00:00:00",Cash,9783.00,474.00,0.00,10257.00
2950,1974,19,"2025-07-27 00:00:00",UPI,9070.00,229.00,0.00,9299.00
2951,4491,6,"2025-02-25 00:00:00",Card,4853.00,333.00,0.00,5186.00
2952,7801,1,"2025-10-09 00:00:00",Cash,13786.00,150.00,0.00,13936.00
2953,6024,7,"2025-03-30 00:00:00",Cash,9358.00,362.00,0.00,9720.00
2954,6146,19,"2025-10-21 00:00:00",UPI,14990.00,221.00,0.00,15211.00
2955,1917,1,"2025-12-02 00:00:00",Cash,2350.00,188.00,0.00,2538.00
2956,2158,8,"2025-03-25 00:00:00",UPI,10226.00,363.00,0.00,10589.00
2957,7843,3,"2025-02-16 00:00:00",Cash,14873.00,409.00,0.00,15282.00
2958,7425,14,"2025-08-29 00:00:00",UPI,5014.00,469.00,0.00,5483.00
2959,1521,13,"2025-03-28 00:00:00",Cash,6281.00,171.00,0.00,6452.00
2960,1299,5,"2025-10-25 00:00:00",UPI,20022.00,383.00,0.00,20405.00
2961,4794,19,"2025-05-12 00:00:00",UPI,16435.00,246.00,0.00,16681.00
2962,1636,1,"2025-01-17 00:00:00",UPI,4325.00,441.00,0.00,4766.00
2963,2415,3,"2025-12-18 00:00:00",Cash,21670.00,432.00,0.00,22102.00
2964,7677,7,"2025-01-24 00:00:00",UPI,1540.00,167.00,0.00,1707.00
2965,7383,8,"2025-09-30 00:00:00",UPI,6443.00,452.00,0.00,6895.00
2966,2659,9,"2025-12-29 00:00:00",UPI,8163.00,450.00,0.00,8613.00
2967,7271,3,"2025-07-09 00:00:00",UPI,6993.00,384.00,0.00,7377.00
2968,2822,4,"2025-06-27 00:00:00",UPI,1976.00,301.00,0.00,2277.00
2969,7824,16,"2025-04-23 00:00:00",Cash,11999.00,175.00,0.00,12174.00
2970,6671,7,"2025-06-12 00:00:00",UPI,15060.00,316.00,0.00,15376.00
2971,737,7,"2025-05-14 00:00:00",Cash,11191.00,405.00,0.00,11596.00
2972,5830,16,"2025-11-10 00:00:00",Cash,6697.00,207.00,0.00,6904.00
2973,4888,19,"2025-08-07 00:00:00",Card,4733.00,446.00,0.00,5179.00
2974,7555,13,"2025-01-26 00:00:00",Cash,2616.00,257.00,0.00,2873.00
2975,1004,9,"2025-09-20 00:00:00",Card,12789.00,427.00,0.00,13216.00
2976,7159,7,"2025-03-18 00:00:00",Card,15962.00,229.00,0.00,16191.00
2977,2597,6,"2025-04-23 00:00:00",Card,12984.00,272.00,0.00,13256.00
2978,2725,5,"2025-07-13 00:00:00",Card,14095.00,359.00,0.00,14454.00
2979,490,3,"2025-08-24 00:00:00",UPI,21289.00,246.00,0.00,21535.00
2980,3568,15,"2025-12-24 00:00:00",Cash,20791.00,305.00,0.00,21096.00
2981,793,13,"2025-06-24 00:00:00",Card,20026.00,308.00,0.00,20334.00
2982,87,7,"2025-01-26 00:00:00",Cash,9837.00,337.00,0.00,10174.00
2983,6249,9,"2026-01-03 00:00:00",Card,961.00,379.00,0.00,1340.00
2984,652,16,"2025-12-10 00:00:00",Cash,1504.00,362.00,0.00,1866.00
2985,5089,14,"2025-05-16 00:00:00",Card,11778.00,162.00,0.00,11940.00
2986,7060,19,"2025-01-25 00:00:00",Card,14542.00,177.00,0.00,14719.00
2987,4996,14,"2025-09-19 00:00:00",Card,6364.00,462.00,0.00,6826.00
2988,1102,11,"2025-12-08 00:00:00",Card,5360.00,254.00,0.00,5614.00
2989,5875,12,"2025-05-17 00:00:00",Card,2721.00,229.00,0.00,2950.00
2990,560,12,"2026-01-07 00:00:00",Cash,3354.00,305.00,0.00,3659.00
2991,839,9,"2025-06-22 00:00:00",UPI,13500.00,436.00,0.00,13936.00
2992,1163,19,"2025-09-04 00:00:00",UPI,1445.00,431.00,0.00,1876.00
2993,5107,3,"2025-11-10 00:00:00",UPI,21170.00,396.00,0.00,21566.00
2994,1711,6,"2025-08-19 00:00:00",UPI,18715.00,391.00,0.00,19106.00
2995,158,19,"2025-03-24 00:00:00",Cash,17502.00,384.00,0.00,17886.00
2996,5984,2,"2025-10-05 00:00:00",Cash,9373.00,358.00,0.00,9731.00
2997,4715,8,"2025-10-19 00:00:00",Cash,6546.00,457.00,0.00,7003.00
2998,7737,5,"2025-04-17 00:00:00",UPI,10720.00,352.00,0.00,11072.00
2999,4112,4,"2025-07-05 00:00:00",Cash,501.00,339.00,0.00,840.00
3000,4995,11,"2025-07-25 00:00:00",UPI,14484.00,273.00,0.00,14757.00
3001,5568,13,"2025-10-09 00:00:00",Card,18208.00,234.00,0.00,18442.00
3002,3174,2,"2025-02-21 00:00:00",Cash,782.00,481.00,0.00,1263.00
3003,210,9,"2025-01-30 00:00:00",Cash,6443.00,226.00,0.00,6669.00
3004,2580,16,"2025-04-03 00:00:00",Card,17763.00,420.00,0.00,18183.00
3005,1696,8,"2025-03-04 00:00:00",UPI,6650.00,403.00,0.00,7053.00
3006,1003,14,"2025-05-11 00:00:00",Cash,4096.00,382.00,0.00,4478.00
3007,4488,15,"2025-11-18 00:00:00",UPI,5112.00,439.00,0.00,5551.00
3008,5411,8,"2025-01-18 00:00:00",Card,3885.00,453.00,0.00,4338.00
3009,1814,7,"2025-09-10 00:00:00",Card,4778.00,207.00,0.00,4985.00
3010,2156,15,"2025-05-20 00:00:00",Cash,18359.00,177.00,0.00,18536.00
3011,6200,10,"2025-06-10 00:00:00",Cash,6182.00,270.00,0.00,6452.00
3012,4395,17,"2025-01-30 00:00:00",Card,14456.00,361.00,0.00,14817.00
3013,1515,12,"2025-04-14 00:00:00",UPI,15344.00,176.00,0.00,15520.00
3014,5117,16,"2026-01-11 00:00:00",UPI,11291.00,351.00,0.00,11642.00
3015,359,12,"2025-03-04 00:00:00",UPI,12145.00,266.00,0.00,12411.00
3016,2316,17,"2025-02-27 00:00:00",Card,24388.00,301.00,0.00,24689.00
3017,6672,13,"2025-02-03 00:00:00",Card,4865.00,338.00,0.00,5203.00
3018,1759,7,"2025-09-06 00:00:00",Card,4725.00,255.00,0.00,4980.00
3019,4958,2,"2025-10-02 00:00:00",Card,11883.00,432.00,0.00,12315.00
3020,6026,7,"2025-11-28 00:00:00",Cash,1517.00,178.00,0.00,1695.00
3021,4421,9,"2025-10-08 00:00:00",Cash,12518.00,391.00,0.00,12909.00
3022,3363,6,"2025-02-08 00:00:00",Cash,5786.00,187.00,0.00,5973.00
3023,672,9,"2025-01-27 00:00:00",Card,7017.00,170.00,0.00,7187.00
3024,1899,10,"2025-11-15 00:00:00",UPI,8132.00,413.00,0.00,8545.00
3025,4586,1,"2025-04-22 00:00:00",UPI,9268.00,353.00,0.00,9621.00
3026,3667,16,"2025-06-24 00:00:00",UPI,14702.00,248.00,0.00,14950.00
3027,1022,7,"2025-09-01 00:00:00",Card,8202.00,351.00,0.00,8553.00
3028,1626,4,"2025-09-19 00:00:00",Cash,10379.00,260.00,0.00,10639.00
3029,5333,11,"2025-11-10 00:00:00",Card,2721.00,269.00,0.00,2990.00
3030,955,4,"2025-04-18 00:00:00",Cash,11676.00,180.00,0.00,11856.00
3031,1285,3,"2025-09-21 00:00:00",Card,10859.00,164.00,0.00,11023.00
3032,7919,12,"2025-06-14 00:00:00",Cash,3894.00,410.00,0.00,4304.00
3033,7802,16,"2025-02-18 00:00:00",UPI,11278.00,450.00,0.00,11728.00
3034,7720,1,"2025-04-10 00:00:00",Cash,14140.00,403.00,0.00,14543.00
3035,963,2,"2025-02-17 00:00:00",UPI,4819.00,286.00,0.00,5105.00
3036,4130,2,"2025-07-08 00:00:00",Card,14116.00,293.00,0.00,14409.00
3037,6119,17,"2025-04-03 00:00:00",Card,4442.00,475.00,0.00,4917.00
3038,5983,4,"2025-11-09 00:00:00",UPI,3013.00,466.00,0.00,3479.00
3039,3863,3,"2025-10-31 00:00:00",Card,604.00,172.00,0.00,776.00
3040,6896,6,"2025-01-17 00:00:00",Card,18505.00,195.00,0.00,18700.00
3041,4939,7,"2025-04-15 00:00:00",Card,5549.00,369.00,0.00,5918.00
3042,2947,11,"2025-09-22 00:00:00",UPI,4850.00,280.00,0.00,5130.00
3043,825,13,"2025-07-13 00:00:00",Card,1012.00,334.00,0.00,1346.00
3044,5446,2,"2025-06-02 00:00:00",Card,5876.00,182.00,0.00,6058.00
3045,4750,10,"2025-03-29 00:00:00",Cash,4547.00,228.00,0.00,4775.00
3046,603,10,"2025-09-29 00:00:00",Cash,8092.00,497.00,0.00,8589.00
3047,6742,9,"2025-03-18 00:00:00",Cash,16745.00,440.00,0.00,17185.00
3048,6375,8,"2025-10-19 00:00:00",Card,6123.00,369.00,0.00,6492.00
3049,3834,1,"2025-01-11 00:00:00",UPI,11898.00,491.00,0.00,12389.00
3050,7021,14,"2025-08-18 00:00:00",UPI,9848.00,338.00,0.00,10186.00
3051,6347,14,"2025-06-16 00:00:00",Cash,29168.00,436.00,0.00,29604.00
3052,6674,2,"2025-05-02 00:00:00",Card,17240.00,451.00,0.00,17691.00
3053,3139,3,"2025-08-28 00:00:00",UPI,8397.00,254.00,0.00,8651.00
3054,1897,17,"2025-03-13 00:00:00",UPI,1408.00,422.00,0.00,1830.00
3055,3081,5,"2025-09-16 00:00:00",Cash,5282.00,236.00,0.00,5518.00
3056,3122,16,"2025-06-03 00:00:00",Card,2466.00,150.00,0.00,2616.00
3057,6519,13,"2026-01-02 00:00:00",Cash,6666.00,176.00,0.00,6842.00
3058,5036,1,"2025-08-17 00:00:00",Cash,13227.00,380.00,0.00,13607.00
3059,557,8,"2025-12-24 00:00:00",Cash,3938.00,274.00,0.00,4212.00
3060,3973,20,"2025-12-21 00:00:00",Cash,13760.00,490.00,0.00,14250.00
3061,468,16,"2025-12-20 00:00:00",UPI,9328.00,472.00,0.00,9800.00
3062,1056,12,"2025-10-16 00:00:00",UPI,10620.00,191.00,0.00,10811.00
3063,6681,6,"2025-11-26 00:00:00",Card,6216.00,244.00,0.00,6460.00
3064,7254,7,"2025-07-21 00:00:00",Card,11759.00,205.00,0.00,11964.00
3065,1668,9,"2025-05-31 00:00:00",Card,17780.00,341.00,0.00,18121.00
3066,7568,19,"2025-09-02 00:00:00",Card,3576.00,233.00,0.00,3809.00
3067,2908,5,"2025-08-16 00:00:00",UPI,3404.00,189.00,0.00,3593.00
3068,2673,3,"2025-07-01 00:00:00",Card,11350.00,251.00,0.00,11601.00
3069,6091,15,"2025-05-05 00:00:00",UPI,3990.00,490.00,0.00,4480.00
3070,1150,13,"2025-03-29 00:00:00",Card,17669.00,452.00,0.00,18121.00
3071,2539,5,"2025-06-27 00:00:00",UPI,5622.00,419.00,0.00,6041.00
3072,2044,12,"2025-07-03 00:00:00",Card,14820.00,473.00,0.00,15293.00
3073,866,18,"2025-07-23 00:00:00",Cash,5136.00,463.00,0.00,5599.00
3074,3449,10,"2025-01-29 00:00:00",UPI,13862.00,222.00,0.00,14084.00
3075,4726,3,"2025-08-23 00:00:00",Card,6664.00,390.00,0.00,7054.00
3076,7680,14,"2025-03-29 00:00:00",UPI,15395.00,410.00,0.00,15805.00
3077,2613,1,"2025-12-19 00:00:00",UPI,6985.00,256.00,0.00,7241.00
3078,5568,4,"2025-12-14 00:00:00",Cash,6228.00,260.00,0.00,6488.00
3079,1358,19,"2025-02-01 00:00:00",Cash,5423.00,411.00,0.00,5834.00
3080,7847,1,"2025-06-02 00:00:00",UPI,2977.00,191.00,0.00,3168.00
3081,851,11,"2025-08-25 00:00:00",Card,8144.00,203.00,0.00,8347.00
3082,2834,5,"2025-03-28 00:00:00",Card,5164.00,417.00,0.00,5581.00
3083,5679,10,"2025-01-24 00:00:00",Cash,9824.00,247.00,0.00,10071.00
3084,3550,13,"2025-07-12 00:00:00",UPI,7569.00,405.00,0.00,7974.00
3085,2082,9,"2025-11-05 00:00:00",Cash,5565.00,417.00,0.00,5982.00
3086,2036,12,"2025-05-11 00:00:00",Cash,3013.00,215.00,0.00,3228.00
3087,7919,1,"2025-02-20 00:00:00",UPI,8599.00,310.00,0.00,8909.00
3088,2562,14,"2025-10-21 00:00:00",UPI,5254.00,444.00,0.00,5698.00
3089,5475,5,"2025-04-24 00:00:00",Cash,4082.00,217.00,0.00,4299.00
3090,2244,15,"2025-12-04 00:00:00",Card,4613.00,359.00,0.00,4972.00
3091,7738,20,"2025-02-07 00:00:00",Card,2056.00,196.00,0.00,2252.00
3092,4160,3,"2025-05-10 00:00:00",UPI,7791.00,263.00,0.00,8054.00
3093,62,11,"2025-09-11 00:00:00",Card,8841.00,367.00,0.00,9208.00
3094,4096,14,"2025-08-01 00:00:00",Cash,5896.00,320.00,0.00,6216.00
3095,1381,14,"2025-07-24 00:00:00",UPI,12217.00,218.00,0.00,12435.00
3096,5922,17,"2025-10-29 00:00:00",Card,3657.00,481.00,0.00,4138.00
3097,6220,16,"2025-06-22 00:00:00",Card,941.00,358.00,0.00,1299.00
3098,747,14,"2025-11-10 00:00:00",UPI,6408.00,150.00,0.00,6558.00
3099,4014,6,"2025-10-10 00:00:00",Cash,9616.00,190.00,0.00,9806.00
3100,7595,2,"2025-09-03 00:00:00",Cash,10905.00,201.00,0.00,11106.00
3101,1820,11,"2025-05-13 00:00:00",Card,5462.00,453.00,0.00,5915.00
3102,5554,17,"2025-11-13 00:00:00",Cash,2866.00,363.00,0.00,3229.00
3103,6106,4,"2025-02-02 00:00:00",UPI,19479.00,429.00,0.00,19908.00
3104,30,16,"2025-12-02 00:00:00",Cash,1396.00,201.00,0.00,1597.00
3105,4440,8,"2025-12-15 00:00:00",UPI,13480.00,427.00,0.00,13907.00
3106,4475,13,"2025-03-14 00:00:00",Card,17247.00,347.00,0.00,17594.00
3107,2410,4,"2025-11-26 00:00:00",Card,15364.00,168.00,0.00,15532.00
3108,2555,7,"2025-09-28 00:00:00",Cash,779.00,362.00,0.00,1141.00
3109,6226,14,"2025-07-31 00:00:00",Cash,18888.00,340.00,0.00,19228.00
3110,557,6,"2025-01-23 00:00:00",Cash,1954.00,171.00,0.00,2125.00
3111,1489,19,"2025-09-09 00:00:00",Card,11078.00,391.00,0.00,11469.00
3112,2102,1,"2025-08-20 00:00:00",Card,8324.00,253.00,0.00,8577.00
3113,3374,14,"2025-08-25 00:00:00",Card,7756.00,168.00,0.00,7924.00
3114,940,14,"2025-01-21 00:00:00",Card,24426.00,383.00,0.00,24809.00
3115,7307,2,"2025-07-24 00:00:00",UPI,1855.00,224.00,0.00,2079.00
3116,2775,11,"2025-08-18 00:00:00",Card,10788.00,485.00,0.00,11273.00
3117,3265,4,"2025-03-06 00:00:00",Card,5580.00,317.00,0.00,5897.00
3118,3040,11,"2025-06-16 00:00:00",Card,9311.00,307.00,0.00,9618.00
3119,1872,19,"2025-04-23 00:00:00",Cash,22759.00,418.00,0.00,23177.00
3120,6256,8,"2025-04-11 00:00:00",Cash,1501.00,299.00,0.00,1800.00
3121,305,16,"2025-03-04 00:00:00",Card,11260.00,191.00,0.00,11451.00
3122,994,13,"2025-01-14 00:00:00",Card,7308.00,354.00,0.00,7662.00
3123,3218,1,"2025-05-19 00:00:00",UPI,9310.00,238.00,0.00,9548.00
3124,1381,20,"2025-03-23 00:00:00",Card,5001.00,386.00,0.00,5387.00
3125,40,5,"2025-10-26 00:00:00",UPI,19613.00,219.00,0.00,19832.00
3126,4509,19,"2025-03-19 00:00:00",Cash,16051.00,349.00,0.00,16400.00
3127,1077,3,"2025-11-27 00:00:00",Cash,14329.00,216.00,0.00,14545.00
3128,1376,13,"2025-11-10 00:00:00",UPI,5905.00,328.00,0.00,6233.00
3129,7779,14,"2025-06-27 00:00:00",Cash,11883.00,401.00,0.00,12284.00
3130,3944,12,"2025-02-10 00:00:00",UPI,16520.00,387.00,0.00,16907.00
3131,6846,4,"2025-08-12 00:00:00",Card,3431.00,202.00,0.00,3633.00
3132,6978,5,"2025-07-09 00:00:00",Card,3040.00,401.00,0.00,3441.00
3133,4803,3,"2025-12-08 00:00:00",UPI,12241.00,221.00,0.00,12462.00
3134,7000,2,"2025-05-04 00:00:00",UPI,12130.00,500.00,0.00,12630.00
3135,7900,5,"2025-07-11 00:00:00",Card,726.00,297.00,0.00,1023.00
3136,2191,12,"2025-07-22 00:00:00",UPI,5474.00,215.00,0.00,5689.00
3137,7431,16,"2025-07-26 00:00:00",Cash,7149.00,237.00,0.00,7386.00
3138,5085,6,"2025-05-11 00:00:00",UPI,10836.00,355.00,0.00,11191.00
3139,612,16,"2025-06-05 00:00:00",UPI,3787.00,308.00,0.00,4095.00
3140,3681,16,"2025-08-17 00:00:00",Card,14888.00,230.00,0.00,15118.00
3141,6017,1,"2025-02-01 00:00:00",Cash,2006.00,463.00,0.00,2469.00
3142,4935,15,"2025-07-17 00:00:00",Cash,4334.00,290.00,0.00,4624.00
3143,3890,7,"2025-04-17 00:00:00",UPI,11304.00,499.00,0.00,11803.00
3144,3083,12,"2025-04-07 00:00:00",Card,1378.00,485.00,0.00,1863.00
3145,690,15,"2025-09-16 00:00:00",Cash,6094.00,173.00,0.00,6267.00
3146,5777,10,"2025-09-11 00:00:00",Card,6583.00,371.00,0.00,6954.00
3147,7828,12,"2025-06-03 00:00:00",Card,1098.00,378.00,0.00,1476.00
3148,3038,1,"2025-11-14 00:00:00",Cash,13972.00,215.00,0.00,14187.00
3149,4416,5,"2025-06-09 00:00:00",Card,7331.00,404.00,0.00,7735.00
3150,2615,9,"2025-05-09 00:00:00",UPI,18190.00,255.00,0.00,18445.00
3151,1505,3,"2025-05-15 00:00:00",UPI,9981.00,332.00,0.00,10313.00
3152,2576,20,"2025-06-17 00:00:00",Card,7146.00,211.00,0.00,7357.00
3153,652,7,"2025-09-06 00:00:00",UPI,5602.00,309.00,0.00,5911.00
3154,5834,12,"2025-01-16 00:00:00",Cash,13499.00,237.00,0.00,13736.00
3155,6427,4,"2025-12-28 00:00:00",Card,22741.00,459.00,0.00,23200.00
3156,1606,10,"2025-08-25 00:00:00",Cash,2923.00,176.00,0.00,3099.00
3157,2948,2,"2025-10-24 00:00:00",Card,14639.00,372.00,0.00,15011.00
3158,6675,4,"2025-02-17 00:00:00",Card,2057.00,269.00,0.00,2326.00
3159,3379,2,"2025-04-04 00:00:00",UPI,16661.00,280.00,0.00,16941.00
3160,4781,19,"2025-06-17 00:00:00",Card,7280.00,451.00,0.00,7731.00
3161,5591,20,"2025-02-13 00:00:00",Card,8651.00,468.00,0.00,9119.00
3162,2280,18,"2025-10-18 00:00:00",Cash,13778.00,474.00,0.00,14252.00
3163,1561,20,"2025-12-10 00:00:00",Cash,3766.00,284.00,0.00,4050.00
3164,2048,9,"2025-10-27 00:00:00",Card,1751.00,235.00,0.00,1986.00
3165,2102,20,"2025-02-05 00:00:00",Card,8824.00,230.00,0.00,9054.00
3166,7480,7,"2025-01-22 00:00:00",Card,3349.00,150.00,0.00,3499.00
3167,7830,20,"2025-08-07 00:00:00",Card,12558.00,264.00,0.00,12822.00
3168,7094,2,"2025-09-03 00:00:00",Card,15364.00,494.00,0.00,15858.00
3169,2536,10,"2025-04-28 00:00:00",Card,9310.00,342.00,0.00,9652.00
3170,2654,10,"2025-04-29 00:00:00",UPI,6005.00,406.00,0.00,6411.00
3171,6764,11,"2025-06-20 00:00:00",UPI,4628.00,212.00,0.00,4840.00
3172,3621,19,"2025-10-26 00:00:00",Cash,11408.00,408.00,0.00,11816.00
3173,1924,8,"2025-04-06 00:00:00",Cash,12369.00,446.00,0.00,12815.00
3174,2063,18,"2025-06-06 00:00:00",UPI,11262.00,290.00,0.00,11552.00
3175,6355,3,"2025-02-10 00:00:00",Cash,7600.00,315.00,0.00,7915.00
3176,2532,18,"2025-05-24 00:00:00",UPI,9240.00,440.00,0.00,9680.00
3177,5080,20,"2025-03-05 00:00:00",Cash,14642.00,207.00,0.00,14849.00
3178,2582,9,"2025-07-25 00:00:00",Cash,9758.00,232.00,0.00,9990.00
3179,7466,8,"2025-05-20 00:00:00",Card,5586.00,208.00,0.00,5794.00
